10000	1.42599987984
20000	3.4359998703
30000	5.54499983788
40000	7.27199983597
50000	9.09100008011
60000	10.8389999866
70000	12.8179998398
80000	14.6050000191
90000	15.6240000725
100000	17.3259999752
110000	19.6460001469
120000	20.7400000095
130000	22.9739999771
140000	23.8029999733
150000	26.1689999104
160000	28.8389999866
170000	32.3159999847
180000	32.3580000401
190000	32.4699997902
200000	34.986000061
210000	34.893999815
220000	37.0409998894
230000	39.5390000343
240000	39.9270000458
250000	41.7809998989
260000	44.9480001926
270000	45.1529998779
280000	46.8569998741
290000	49.109000206
300000	51.3759999275
310000	54.4729998112
320000	54.5569999218
330000	56.1909999847
340000	58.4699997902
350000	59.6449999809
360000	61.628000021
370000	63.8179998398
380000	66.0349998474
390000	70.6399998665
400000	68.4849998951
410000	70.0549998283
420000	71.896999836
430000	73.8120000362
440000	76.3380000591
450000	78.0360000134
460000	79.8040001392
470000	81.3840000629
480000	82.6830000877
490000	86.6319999695
500000	87.3099999428
510000	91.6699998379
520000	91.742000103
530000	93.3500001431
540000	92.885999918
550000	98.6750001907
560000	98.0559999943
570000	98.1690001488
580000	99.8770000935
590000	101.792000055
600000	103.595999956
610000	104.657999992
620000	105.888000011
630000	107.832000017
640000	109.569999933
650000	111.093999863
660000	112.563999891
670000	120.032000065
680000	117.387000084
690000	117.480999947
700000	118.825999975
710000	119.894999981
720000	122.32400012
730000	123.519000053
740000	125.312999964
750000	126.721000195
760000	128.754999876
770000	129.701999903
780000	131.757999897
790000	133.244999886
800000	134.64199996
810000	136.755000114
820000	138.230999947
830000	139.820999861
840000	141.705999851
850000	143.065999985
860000	144.503000021
870000	145.994999886
880000	147.930000067
890000	149.380000114
900000	151.207000017
910000	152.657000065
920000	154.702000141
930000	156.279000044
940000	11153.2710001
950000	159.371999979
960000	165.608999968
970000	165.874000072
980000	167.513999939
990000	171.786999941
